old_tag,new_tag,score
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,NetIncomeApplicableToCommonShare',1
IncreaseDecreaseInOtherOperatingLiabilities,TotalOtherLiabilitiesNoncurrent',3
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,TotalLongTermDebt',3
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,TotalOtherIncomeExpensesNet',4
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,TotalOtherIncomeExpensesNet',4
OtherAssetsCurrent,OtherOtherCurrentAssets',6
OtherAssetsCurrent,OtherOtherCurrentAssets',6
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,TotalOtherIncomeExpensesNet',4
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,TotalOtherIncomeExpensesNet',4
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,TotalLongTermDebt',3
CommonStockSharesOutstanding,NetIncomeApplicableToCommonShares',4
CommonStockSharesOutstanding,NetIncomeApplicableToCommonShares',4
DeferredIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
DeferredIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
DeferredIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
DeferredRevenueNoncurrent,DeferredAssetsNoncurrent',4
DeferredRevenueNoncurrent,DeferredAssetsNoncurrent',4
InterestExpenseDebt,TotalInterestExpense',4
OperatingLeasesRentExpenseNet,TotalOtherIncomeExpenseNet',3
DeferredFederalIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
InterestExpenseDebt,TotalInterestExpense',4
OperatingLeasesRentExpenseNet,TotalOtherIncomeExpenseNet',3
DeferredFederalIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
OperatingLeasesRentExpenseNet,TotalOtherIncomeExpenseNet',3
DeferredFederalIncomeTaxExpenseBenefit,TotalIncomeTaxExpense',5
ShortTermDebtWeightedAverageInterestRate,TotalShortLongTermDebt',3
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,TotalIntangibleAssetsNet',4
AssetsCurrent,CurrentAssets',5
AssetsCurrent,CurrentAssets',5
DebtInstrumentUnamortizedDiscount,NetIncomeApplicableToCommonShares',1
DebtInstrumentUnamortizedDiscount,NetIncomeApplicableToCommonShares',1
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,TOTALCURRENTLIABILITIES',8
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,TOTALCURRENTLIABILITIES',8
AvailableForSaleSecuritiesAmortizedCost,ResearchAndDevelopmentCost',1
AmountUtilizedUnderShareRepurchaseProgram,NetIncomeApplicableToCommonShare',1
AvailableForSaleSecuritiesAmortizedCost,ResearchAndDevelopmentCost',1
AllocatedShareBasedCompensationExpense,TotalIncomeTaxExpense',2
AllocatedShareBasedCompensationExpense,TotalIncomeTaxExpense',2
AllocatedShareBasedCompensationExpense,TotalIncomeTaxExpense',2
StockholdersEquityNoteStockSplitConversionRatio1,TotalStockholdersEquity',4
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,NetIncomeApplicableToCommonShare',2
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,NetIncomeApplicableToCommonShare',2
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,NetIncomeApplicableToCommonShare',2
CommonStockSharesOutstanding,NetIncomeApplicableToCommonShares',4
LiabilitiesAndStockholdersEquity,TotalStockholdersEquity',4
CommonStockSharesOutstanding,NetIncomeApplicableToCommonShares',4
LiabilitiesAndStockholdersEquity,TotalStockholdersEquity',4
OperatingIncomeLoss,OperatingIncomeLoss',10
OperatingIncomeLoss,OperatingIncomeLoss',10
IncreaseDecreaseInOtherOperatingAssets,OtherOtherCurrentAssets',4
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
IncreaseDecreaseInOtherOperatingAssets,OtherOtherCurrentAssets',4
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,TotalIncomeTaxExpense',2
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,TotalIncomeTaxExpense',2
StandardProductWarrantyAccrualWarrantiesIssued,Misc.StocksOptionsWarrants',2
StandardProductWarrantyAccrualWarrantiesIssued,Misc.StocksOptionsWarrants',2
AccountsReceivableNetCurrent,TotalOtherCurrentLiabilities',3
AccountsReceivableNetCurrent,TotalOtherCurrentLiabilities',3
CommonStockSharesAuthorized,NetIncomeApplicableToCommonShares',4
CommonStockSharesAuthorized,NetIncomeApplicableToCommonShares',4
SellingGeneralAndAdministrativeExpense,SellingAndAdministrativeExpense',7
SellingGeneralAndAdministrativeExpense,SellingAndAdministrativeExpense',7
SellingGeneralAndAdministrativeExpense,SellingAndAdministrativeExpense',7
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,TotalIntangibleAssetsNet',4
CollateralAlreadyReceivedAggregateFairValue,TreasuryStocksValue',1
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,TotalIncomeTaxExpense',6
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,TotalIncomeTaxExpense',6
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,TotalIncomeTaxExpense',6
DeferredRevenueNoncurrent,DeferredAssetsNoncurrent',4
DeferredRevenueNoncurrent,DeferredAssetsNoncurrent',4
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,TOTALCURRENTLIABILITIES',8
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,TOTALCURRENTLIABILITIES',8
NumberOfCustomersWithSignificantAccountsReceivableBalance,TotalAccountsPayable',2
NumberOfCustomersWithSignificantAccountsReceivableBalance,TotalAccountsPayable',2
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
NetIncomeLoss,NetOperatingIncomeLoss',4
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
PaymentsToAcquireBusinessesNetOfCashAcquired,NetIncomeApplicableToCommonShare',2
ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpense',10
NetIncomeLoss,NetOperatingIncomeLoss',4
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpense',10
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
EarningsPerShareDiluted,EarningsBeforeInterestAndTaxes',2
PaymentsToAcquireBusinessesNetOfCashAcquired,NetIncomeApplicableToCommonShare',2
ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpense',10
InventoryPartsAndComponentsNetOfReserves,TotalInventoryNet',3
InventoryPartsAndComponentsNetOfReserves,TotalInventoryNet',3
OperatingLeasesFutureMinimumPaymentsDueThereafter,TotalOperatingIncomeLoss',2
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,TotalStockholdersEquity',3
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,TotalStockholdersEquity',3
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,TotalStockholdersEquity',3
PaymentsToAcquireBusinessesNetOfCashAcquired,NetIncomeApplicableToCommonShare',2
AccountsPayableCurrent,TotalAccountsPayable',4
AccountsPayableCurrent,TotalAccountsPayable',4
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,NetPropertyPlantAndEquipment',7
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,NetPropertyPlantAndEquipment',7
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
PaymentsOfDividends,TotalCostOfRevenues',2
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,TotalShortLongTermDebt',3
ShortTermDebtWeightedAverageInterestRate,TotalShortLongTermDebt',3
DerivativeLiabilitiesReducedForMasterNettingArrangements,Liabilities',2
ShortTermDebtWeightedAverageInterestRate,TotalShortLongTermDebt',3
DerivativeLiabilitiesReducedForMasterNettingArrangements,Liabilities',2
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,TotalIncomeTaxExpense',5
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,TotalIncomeTaxExpense',5
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
CommonStockDividendsPerShareDeclared,NetIncomeApplicableToCommonShare',3
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
ProceedsFromIssuanceOfCommonStock,NetIncomeApplicableToCommonShares',3
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
ProceedsFromIssuanceOfCommonStock,NetIncomeApplicableToCommonShares',3
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
ProceedsFromIssuanceOfCommonStock,NetIncomeApplicableToCommonShares',3
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
SalesRevenueNet,TotalCostOfRevenueAndOperatingExpenses',2
AvailableForSaleSecurities,NetIncomeFromContinuingOps',1
AvailableForSaleSecurities,NetIncomeFromContinuingOps',1
WeightedAverageNumberDilutedSharesOutstandingAdjustment,NetIncomeApplicableToCommonShares',2
CostOfGoodsAndServicesSold,ResearchAndDevelopmentCost',3
AdvertisingExpense,TotalIncomeTaxExpense',2
WeightedAverageNumberDilutedSharesOutstandingAdjustment,NetIncomeApplicableToCommonShares',2
CostOfGoodsAndServicesSold,ResearchAndDevelopmentCost',3
ProceedsFromRepaymentsOfShortTermDebt,TotalShortLongTermDebt',3
AdvertisingExpense,TotalIncomeTaxExpense',2
ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,TotalShortLongTermDebt',3
WeightedAverageNumberDilutedSharesOutstandingAdjustment,NetIncomeApplicableToCommonShares',2
CostOfGoodsAndServicesSold,ResearchAndDevelopmentCost',3
AdvertisingExpense,TotalIncomeTaxExpense',2
CashCashEquivalentsAndMarketableSecuritiesHeldByForeignSubsidiaries,PreferredStockAndOtherAdjustments',1
DerivativeLiabilitiesReducedForMasterNettingArrangements,Liabilities',2
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,TotalOperatingExpensesTotal',2
CashCashEquivalentsAndMarketableSecuritiesHeldByForeignSubsidiaries,PreferredStockAndOtherAdjustments',1
DerivativeLiabilitiesReducedForMasterNettingArrangements,Liabilities',2
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,IncomeBeforeTax',7
AccumulatedOtherComprehensiveIncomeLossNetOfTax,TotalOtherIncomeExpensesNet',4
DeferredRevenueCurrent,TotalCostOfRevenueAndOperatingExpenses',2
AccumulatedOtherComprehensiveIncomeLossNetOfTax,TotalOtherIncomeExpensesNet',4
DeferredRevenueCurrent,TotalCostOfRevenueAndOperatingExpenses',2
OtherComprehensiveIncomeLossNetOfTax,TotalOtherIncomeExpensesNet',4
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,NetIncomeFromContinuingOperations',9
OperatingExpenses,TotalOperatingExpensesTotal',4
OtherComprehensiveIncomeLossNetOfTax,TotalOtherIncomeExpensesNet',4
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,NetIncomeFromContinuingOperations',9
OperatingExpenses,TotalOperatingExpensesTotal',4
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,IncomeBeforeTax',3
NontradeReceivablesCurrent,AllOtherCurrentLiabilities',3
EntityCommonStockSharesOutstanding,NetIncomeApplicableToCommonShares',4
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,IncomeBeforeTax',3
NontradeReceivablesCurrent,AllOtherCurrentLiabilities',3
IncreaseDecreaseInOtherReceivables,OtherOtherCurrentAssets',2
IncreaseDecreaseInOtherReceivables,OtherOtherCurrentAssets',2
InventoryNet,NetInventory',4
InventoryNet,NetInventory',4
ProceedsFromIssuanceOfLongTermDebt,TotalLongTermDebt',3
ProceedsFromIssuanceOfLongTermDebt,TotalLongTermDebt',3
ProceedsFromIssuanceOfLongTermDebt,TotalLongTermDebt',3
TaxesPayableCurrent,CurrentLongTermDebt',3
AvailableForSaleSecuritiesNoncurrent,TotalOtherLiabilitiesNoncurrent',2
IndefiniteLivedIntangibleAssetsExcludingGoodwill,TotalIntangibleAssetsNet',4
DeferredTaxAssetsNet,DeferredAssetsNoncurrent',4
TaxesPayableCurrent,CurrentLongTermDebt',3
AvailableForSaleSecuritiesNoncurrent,TotalOtherLiabilitiesNoncurrent',2
IndefiniteLivedIntangibleAssetsExcludingGoodwill,TotalIntangibleAssetsNet',4
DeferredTaxAssetsNet,DeferredAssetsNoncurrent',4
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,TotalIncomeTaxExpense',2
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,TotalIncomeTaxExpense',2
CurrentForeignTaxExpenseBenefit,TotalIncomeTaxExpense',3
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,NetIncomeApplicableToCommonShare',0
CurrentForeignTaxExpenseBenefit,TotalIncomeTaxExpense',3
CurrentForeignTaxExpenseBenefit,TotalIncomeTaxExpense',3
DeferredTaxLiabilitiesNoncurrent,DeferredLongTermLiabilityCharges',4
EmployeeRelatedLiabilitiesCurrent,CurrentLiabilitiesTotal',4
DeferredTaxLiabilitiesNoncurrent,DeferredLongTermLiabilityCharges',4
EmployeeRelatedLiabilitiesCurrent,CurrentLiabilitiesTotal',4
DepreciationAmortizationAndAccretionNet,TotalOtherIncomeAndExpensesNet',2
DepreciationAmortizationAndAccretionNet,TotalOtherIncomeAndExpensesNet',2
StandardProductWarrantyAccrual,EarningsBeforeInterestAndTaxes',1
NumberOfStores,CostOfRevenues',2
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,TotalLongTermDebt',3
StandardProductWarrantyAccrual,EarningsBeforeInterestAndTaxes',1
DerivativeAssetsReducedForMasterNettingArrangements,NetTangibleAssets',2
StandardProductWarrantyAccrual,EarningsBeforeInterestAndTaxes',1
StandardProductWarrantyAccrual,EarningsBeforeInterestAndTaxes',1
DerivativeAssetsReducedForMasterNettingArrangements,NetTangibleAssets',2
IncreaseDecreaseInInventories,ResearchAndDevelopmentExpense',1
IncreaseDecreaseInInventories,ResearchAndDevelopmentExpense',1
IncreaseDecreaseInInventories,ResearchAndDevelopmentExpense',1
WeightedAverageNumberOfDilutedSharesOutstanding,NetIncomeApplicableToCommonShares',2
AmortizationOfIntangibleAssets,TotalIntangibleAssetsNet',4
WeightedAverageNumberOfDilutedSharesOutstanding,NetIncomeApplicableToCommonShares',2
AmortizationOfIntangibleAssets,TotalIntangibleAssetsNet',4
WeightedAverageNumberOfDilutedSharesOutstanding,NetIncomeApplicableToCommonShares',2
AmortizationOfIntangibleAssets,TotalIntangibleAssetsNet',4
CurrentStateAndLocalTaxExpenseBenefit,TotalIncomeTaxExpense',3
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,TotalShortLongTermDebt',3
CurrentStateAndLocalTaxExpenseBenefit,TotalIncomeTaxExpense',3
CurrentStateAndLocalTaxExpenseBenefit,TotalIncomeTaxExpense',3
DerivativeAssetsReducedForMasterNettingArrangements,NetTangibleAssets',2
PercentageOfIncomeTaxExaminationMinimumLikelihoodOfTaxBenefitsBeingRealizedUponSettlement,TotalIncomeTaxExpense',4
DerivativeAssetsReducedForMasterNettingArrangements,NetTangibleAssets',2
IncreaseDecreaseInOtherOperatingLiabilities,TotalOtherLiabilitiesNoncurrent',3
IncreaseDecreaseInOtherOperatingLiabilities,TotalOtherLiabilitiesNoncurrent',3
IncreaseDecreaseInOtherOperatingLiabilities,TotalOtherLiabilitiesNoncurrent',3
OtherLiabilitiesNoncurrent,TotalOtherLiabilitiesNoncurrent',5
Goodwill,Goodwill',10
OtherLiabilitiesNoncurrent,TotalOtherLiabilitiesNoncurrent',5
Goodwill,Goodwill',10
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,NetIncomeApplicableToCommonShare',1
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,NetIncomeApplicableToCommonShare',1
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,EarningsBeforeInterestAndTax',5
UnrecognizedTaxBenefits,TotalIncomeTaxExpense',1
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,EarningsBeforeInterestAndTax',5
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,TotalIntangibleAssetsNet',4
IncomeTaxReconciliationOtherAdjustments,PreferredStockAndOtherAdjustments',3
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,TotalIncomeTaxExpense',6
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,TotalIncomeTaxExpense',11
IncomeTaxReconciliationOtherAdjustments,PreferredStockAndOtherAdjustments',3
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,TotalIncomeTaxExpense',6
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,TotalIncomeTaxExpense',11
IncomeTaxReconciliationOtherAdjustments,PreferredStockAndOtherAdjustments',3
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,TotalIncomeTaxExpense',6
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,TotalIncomeTaxExpense',11
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,NetIncomeApplicableToCommonShare',1
LiabilitiesCurrent,CurrentLiabilitiesTotal',4
LiabilitiesCurrent,CurrentLiabilitiesTotal',4
InterestPaid,OtherMinorityInterest',2
InterestPaid,OtherMinorityInterest',2
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,TotalShortLongTermDebt',3
IncreaseDecreaseInOtherOperatingAssets,OtherOtherCurrentAssets',4
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
IncreaseDecreaseInOtherOperatingAssets,OtherOtherCurrentAssets',4
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
IncreaseDecreaseInOtherOperatingAssets,OtherOtherCurrentAssets',4
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
IntangibleAssetsNetExcludingGoodwill,TotalIntangibleAssetsNet',5
IntangibleAssetsNetExcludingGoodwill,TotalIntangibleAssetsNet',5
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
EarningsPerShareBasic,EarningsBeforeInterestAndTaxes',2
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,TotalShortLongTermDebt',3
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,NetIncomeFromContinuingOperationsResults',2
GrossProfit,GrossProfit',10
IncomeTaxesPaidNet,NetOperatingIncome',4
GrossProfit,GrossProfit',10
IncomeTaxesPaidNet,NetOperatingIncome',4
StandardProductWarrantyAccrualPayments,TotalCostOfRevenueAndOperatingExpenses',1
StandardProductWarrantyAccrualPayments,TotalCostOfRevenueAndOperatingExpenses',1
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,NetPropertyPlantAndEquipment',7
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,NetPropertyPlantAndEquipment',7
LiabilitiesAndStockholdersEquity,TotalStockholdersEquity',4
LiabilitiesAndStockholdersEquity,TotalStockholdersEquity',4
InterestExpense,InterestExpense',10
InterestExpense,InterestExpense',10
InterestExpense,InterestExpense',10
RetainedEarningsAccumulatedDeficit,RetainedEarnings',4
RetainedEarningsAccumulatedDeficit,RetainedEarnings',4
OperatingIncomeLoss,OperatingIncomeLoss',10
OperatingIncomeLoss,OperatingIncomeLoss',10
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,NetIncomeFromContinuingOperations',9
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,NetIncomeFromContinuingOperations',9
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,NetIncomeFromContinuingOperations',9
OperatingLeasesFutureMinimumPaymentsDueCurrent,TotalOperatingIncomeLoss',2
StandardProductWarrantyAccrualWarrantiesIssued,Misc.StocksOptionsWarrants',2
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,TotalIncomeTaxExpense',5
StandardProductWarrantyAccrualWarrantiesIssued,Misc.StocksOptionsWarrants',2
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,TotalIncomeTaxExpense',5
StandardProductWarrantyAccrualWarrantiesIssued,Misc.StocksOptionsWarrants',2
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,TotalIncomeTaxExpense',5
OperatingIncomeLoss,OperatingIncomeLoss',10
CommonStockSharesIssued,NetIncomeApplicableToCommonShares',4
Liabilities,Liabilities',10
CommonStockSharesIssued,NetIncomeApplicableToCommonShares',4
Liabilities,Liabilities',10
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
WeightedAverageNumberOfSharesOutstandingBasic,NetIncomeApplicableToCommonShares',2
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeFromContinuingOperations',5
WeightedAverageNumberOfSharesOutstandingBasic,NetIncomeApplicableToCommonShares',2
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,NetIncomeApplicableToCommonShares',4
FiniteLivedIntangibleAssetsAccumulatedAmortization,AccumulatedAmortizationI',4
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,NetIncomeApplicableToCommonShare',2
OffBalanceSheetInventoryPurchaseCommitment,TotalInventoryNet',2
StockRepurchaseProgramAuthorizedAmount1,PreferredStockAndOtherAdjustments',1
FiniteLivedIntangibleAssetsAccumulatedAmortization,AccumulatedAmortizationI',4
CommitmentsAndContingencies,TotalOtherIncomeAndExpenses',2
CommitmentsAndContingencies,TotalOtherIncomeAndExpenses',2
OtherAccruedLiabilitiesCurrent,AllOtherCurrentLiabilities',5
DeferredTaxAssetsGross,DeferredAssetsNoncurrent',4
CollateralAlreadyPostedAggregateFairValue,TreasuryStocksValue',1
OtherAccruedLiabilitiesCurrent,AllOtherCurrentLiabilities',5
DeferredTaxAssetsGross,DeferredAssetsNoncurrent',4
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredAssetsNoncurrent',6
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,NetIncomeApplicableToCommonShare',2
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,TotalOperatingIncomeLoss',2
