,tag,new_tag
1050,EarningsPerShareDiluted,"('EarningsBeforeInterestAndTaxes', 2)"
1051,EarningsPerShareDiluted,"('EarningsBeforeInterestAndTaxes', 2)"
1052,EarningsPerShareDiluted,"('EarningsBeforeInterestAndTaxes', 2)"
1053,EarningsPerShareDiluted,"('EarningsBeforeInterestAndTaxes', 2)"
1054,EarningsPerShareDiluted,"('EarningsBeforeInterestAndTaxes', 2)"
1055,PaymentsToAcquireBusinessesNetOfCashAcquired,"('NetIncomeApplicableToCommonShare', 2)"
1056,ResearchAndDevelopmentExpense,"('ResearchAndDevelopmentExpense', 10)"
1057,InventoryPartsAndComponentsNetOfReserves,"('TotalInventoryNet', 3)"
1058,InventoryPartsAndComponentsNetOfReserves,"('TotalInventoryNet', 3)"
1059,OperatingLeasesFutureMinimumPaymentsDueThereafter,"('TotalOperatingIncomeLoss', 2)"
1060,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,"('TotalStockholdersEquity', 3)"
1061,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,"('TotalStockholdersEquity', 3)"
1062,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,"('TotalStockholdersEquity', 3)"
1063,PaymentsToAcquireBusinessesNetOfCashAcquired,"('NetIncomeApplicableToCommonShare', 2)"
1064,AccountsPayableCurrent,"('TotalAccountsPayable', 4)"
1065,AccountsPayableCurrent,"('TotalAccountsPayable', 4)"
1066,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,"('NetPropertyPlantAndEquipment', 7)"
1067,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,"('NetPropertyPlantAndEquipment', 7)"
1068,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1069,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1070,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1071,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1072,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1073,PaymentsOfDividends,"('TotalCostOfRevenues', 2)"
1074,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,"('TotalShortLongTermDebt', 3)"
1075,ShortTermDebtWeightedAverageInterestRate,"('TotalShortLongTermDebt', 3)"
1076,DerivativeLiabilitiesReducedForMasterNettingArrangements,"('Liabilities', 2)"
1077,ShortTermDebtWeightedAverageInterestRate,"('TotalShortLongTermDebt', 3)"
1078,DerivativeLiabilitiesReducedForMasterNettingArrangements,"('Liabilities', 2)"
1079,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,"('TotalIncomeTaxExpense', 5)"
1080,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,"('TotalIncomeTaxExpense', 5)"
1081,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1082,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1083,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1084,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1085,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1086,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1087,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1088,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1089,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1090,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1091,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1092,CommonStockDividendsPerShareDeclared,"('NetIncomeApplicableToCommonShare', 3)"
1093,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1094,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1095,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1096,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1097,ProceedsFromIssuanceOfCommonStock,"('NetIncomeApplicableToCommonShares', 3)"
1098,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1099,ProceedsFromIssuanceOfCommonStock,"('NetIncomeApplicableToCommonShares', 3)"
1100,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1101,ProceedsFromIssuanceOfCommonStock,"('NetIncomeApplicableToCommonShares', 3)"
1102,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1103,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1104,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1105,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1106,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1107,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1108,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1109,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1110,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
1111,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
1112,WeightedAverageNumberDilutedSharesOutstandingAdjustment,"('NetIncomeApplicableToCommonShares', 2)"
1113,CostOfGoodsAndServicesSold,"('ResearchAndDevelopmentCost', 3)"
1114,AdvertisingExpense,"('TotalIncomeTaxExpense', 2)"
1115,WeightedAverageNumberDilutedSharesOutstandingAdjustment,"('NetIncomeApplicableToCommonShares', 2)"
1116,CostOfGoodsAndServicesSold,"('ResearchAndDevelopmentCost', 3)"
1117,ProceedsFromRepaymentsOfShortTermDebt,"('TotalShortLongTermDebt', 3)"
1118,AdvertisingExpense,"('TotalIncomeTaxExpense', 2)"
1119,ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,"('TotalShortLongTermDebt', 3)"
1120,WeightedAverageNumberDilutedSharesOutstandingAdjustment,"('NetIncomeApplicableToCommonShares', 2)"
1121,CostOfGoodsAndServicesSold,"('ResearchAndDevelopmentCost', 3)"
1122,AdvertisingExpense,"('TotalIncomeTaxExpense', 2)"
1123,CashCashEquivalentsAndMarketableSecuritiesHeldByForeignSubsidiaries,"('PreferredStockAndOtherAdjustments', 1)"
1124,DerivativeLiabilitiesReducedForMasterNettingArrangements,"('Liabilities', 2)"
1125,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,"('TotalOperatingExpensesTotal', 2)"
1126,CashCashEquivalentsAndMarketableSecuritiesHeldByForeignSubsidiaries,"('PreferredStockAndOtherAdjustments', 1)"
1127,DerivativeLiabilitiesReducedForMasterNettingArrangements,"('Liabilities', 2)"
1128,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,"('IncomeBeforeTax', 7)"
1129,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1130,DeferredRevenueCurrent,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1131,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1132,DeferredRevenueCurrent,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1133,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1134,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"('NetIncomeFromContinuingOperations', 9)"
1135,OperatingExpenses,"('TotalOperatingExpensesTotal', 4)"
1136,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1137,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"('NetIncomeFromContinuingOperations', 9)"
1138,OperatingExpenses,"('TotalOperatingExpensesTotal', 4)"
1139,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
1140,NontradeReceivablesCurrent,"('AllOtherCurrentLiabilities', 3)"
1141,EntityCommonStockSharesOutstanding,"('NetIncomeApplicableToCommonShares', 4)"
1142,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
1143,NontradeReceivablesCurrent,"('AllOtherCurrentLiabilities', 3)"
1144,IncreaseDecreaseInOtherReceivables,"('OtherOtherCurrentAssets', 2)"
1145,IncreaseDecreaseInOtherReceivables,"('OtherOtherCurrentAssets', 2)"
1146,InventoryNet,"('NetInventory', 4)"
1147,InventoryNet,"('NetInventory', 4)"
1148,ProceedsFromIssuanceOfLongTermDebt,"('TotalLongTermDebt', 3)"
1149,ProceedsFromIssuanceOfLongTermDebt,"('TotalLongTermDebt', 3)"
1150,ProceedsFromIssuanceOfLongTermDebt,"('TotalLongTermDebt', 3)"
1151,TaxesPayableCurrent,"('CurrentLongTermDebt', 3)"
1152,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
1153,IndefiniteLivedIntangibleAssetsExcludingGoodwill,"('TotalIntangibleAssetsNet', 4)"
1154,DeferredTaxAssetsNet,"('DeferredAssetsNoncurrent', 4)"
1155,TaxesPayableCurrent,"('CurrentLongTermDebt', 3)"
1156,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
1157,IndefiniteLivedIntangibleAssetsExcludingGoodwill,"('TotalIntangibleAssetsNet', 4)"
1158,DeferredTaxAssetsNet,"('DeferredAssetsNoncurrent', 4)"
1159,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,"('TotalIncomeTaxExpense', 2)"
1160,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,"('TotalIncomeTaxExpense', 2)"
1161,CurrentForeignTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1162,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,"('NetIncomeApplicableToCommonShare', 0)"
1163,CurrentForeignTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1164,CurrentForeignTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1165,DeferredTaxLiabilitiesNoncurrent,"('DeferredLongTermLiabilityCharges', 4)"
1166,EmployeeRelatedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1167,DeferredTaxLiabilitiesNoncurrent,"('DeferredLongTermLiabilityCharges', 4)"
1168,EmployeeRelatedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1169,DepreciationAmortizationAndAccretionNet,"('TotalOtherIncomeAndExpensesNet', 2)"
1170,DepreciationAmortizationAndAccretionNet,"('TotalOtherIncomeAndExpensesNet', 2)"
1171,StandardProductWarrantyAccrual,"('EarningsBeforeInterestAndTaxes', 1)"
1172,NumberOfStores,"('CostOfRevenues', 2)"
1173,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,"('TotalLongTermDebt', 3)"
1174,StandardProductWarrantyAccrual,"('EarningsBeforeInterestAndTaxes', 1)"
1175,DerivativeAssetsReducedForMasterNettingArrangements,"('NetTangibleAssets', 2)"
1176,StandardProductWarrantyAccrual,"('EarningsBeforeInterestAndTaxes', 1)"
1177,StandardProductWarrantyAccrual,"('EarningsBeforeInterestAndTaxes', 1)"
1178,DerivativeAssetsReducedForMasterNettingArrangements,"('NetTangibleAssets', 2)"
1179,IncreaseDecreaseInInventories,"('ResearchAndDevelopmentExpense', 1)"
1180,IncreaseDecreaseInInventories,"('ResearchAndDevelopmentExpense', 1)"
1181,IncreaseDecreaseInInventories,"('ResearchAndDevelopmentExpense', 1)"
1182,WeightedAverageNumberOfDilutedSharesOutstanding,"('NetIncomeApplicableToCommonShares', 2)"
1183,AmortizationOfIntangibleAssets,"('TotalIntangibleAssetsNet', 4)"
1184,WeightedAverageNumberOfDilutedSharesOutstanding,"('NetIncomeApplicableToCommonShares', 2)"
1185,AmortizationOfIntangibleAssets,"('TotalIntangibleAssetsNet', 4)"
1186,WeightedAverageNumberOfDilutedSharesOutstanding,"('NetIncomeApplicableToCommonShares', 2)"
1187,AmortizationOfIntangibleAssets,"('TotalIntangibleAssetsNet', 4)"
1188,CurrentStateAndLocalTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1189,RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,"('TotalShortLongTermDebt', 3)"
1190,CurrentStateAndLocalTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1191,CurrentStateAndLocalTaxExpenseBenefit,"('TotalIncomeTaxExpense', 3)"
1192,DerivativeAssetsReducedForMasterNettingArrangements,"('NetTangibleAssets', 2)"
1193,PercentageOfIncomeTaxExaminationMinimumLikelihoodOfTaxBenefitsBeingRealizedUponSettlement,"('TotalIncomeTaxExpense', 4)"
1194,DerivativeAssetsReducedForMasterNettingArrangements,"('NetTangibleAssets', 2)"
1195,IncreaseDecreaseInOtherOperatingLiabilities,"('TotalOtherLiabilitiesNoncurrent', 3)"
1196,IncreaseDecreaseInOtherOperatingLiabilities,"('TotalOtherLiabilitiesNoncurrent', 3)"
1197,IncreaseDecreaseInOtherOperatingLiabilities,"('TotalOtherLiabilitiesNoncurrent', 3)"
1198,OtherLiabilitiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 5)"
1199,Goodwill,"('Goodwill', 10)"
1200,OtherLiabilitiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 5)"
1201,Goodwill,"('Goodwill', 10)"
1202,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,"('NetIncomeApplicableToCommonShare', 1)"
1203,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,"('NetIncomeApplicableToCommonShare', 1)"
1204,UnrecognizedTaxBenefits,"('TotalIncomeTaxExpense', 1)"
1205,UnrecognizedTaxBenefits,"('TotalIncomeTaxExpense', 1)"
1206,UnrecognizedTaxBenefits,"('TotalIncomeTaxExpense', 1)"
1207,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,"('EarningsBeforeInterestAndTax', 5)"
1208,UnrecognizedTaxBenefits,"('TotalIncomeTaxExpense', 1)"
1209,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,"('EarningsBeforeInterestAndTax', 5)"
1210,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,"('TotalIntangibleAssetsNet', 4)"
1211,IncomeTaxReconciliationOtherAdjustments,"('PreferredStockAndOtherAdjustments', 3)"
1212,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,"('TotalIncomeTaxExpense', 6)"
1213,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,"('TotalIncomeTaxExpense', 11)"
1214,IncomeTaxReconciliationOtherAdjustments,"('PreferredStockAndOtherAdjustments', 3)"
1215,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,"('TotalIncomeTaxExpense', 6)"
1216,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,"('TotalIncomeTaxExpense', 11)"
1217,IncomeTaxReconciliationOtherAdjustments,"('PreferredStockAndOtherAdjustments', 3)"
1218,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,"('TotalIncomeTaxExpense', 6)"
1219,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,"('TotalIncomeTaxExpense', 11)"
1220,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,"('NetIncomeApplicableToCommonShare', 1)"
1221,LiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1222,LiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1223,InterestPaid,"('OtherMinorityInterest', 2)"
1224,InterestPaid,"('OtherMinorityInterest', 2)"
1225,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,"('TotalShortLongTermDebt', 3)"
1226,IncreaseDecreaseInOtherOperatingAssets,"('OtherOtherCurrentAssets', 4)"
1227,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1228,IncreaseDecreaseInOtherOperatingAssets,"('OtherOtherCurrentAssets', 4)"
1229,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1230,IncreaseDecreaseInOtherOperatingAssets,"('OtherOtherCurrentAssets', 4)"
1231,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1232,IntangibleAssetsNetExcludingGoodwill,"('TotalIntangibleAssetsNet', 5)"
1233,IntangibleAssetsNetExcludingGoodwill,"('TotalIntangibleAssetsNet', 5)"
1234,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1235,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1236,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1237,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1238,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1239,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1240,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1241,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1242,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1243,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1244,EarningsPerShareBasic,"('EarningsBeforeInterestAndTaxes', 2)"
1245,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,"('TotalShortLongTermDebt', 3)"
1246,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,"('NetIncomeFromContinuingOperationsResults', 2)"
1247,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,"('NetIncomeFromContinuingOperationsResults', 2)"
1248,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,"('NetIncomeFromContinuingOperationsResults', 2)"
1249,GrossProfit,"('GrossProfit', 10)"
1250,IncomeTaxesPaidNet,"('NetOperatingIncome', 4)"
1251,GrossProfit,"('GrossProfit', 10)"
1252,IncomeTaxesPaidNet,"('NetOperatingIncome', 4)"
1253,StandardProductWarrantyAccrualPayments,"('TotalCostOfRevenueAndOperatingExpenses', 1)"
1254,StandardProductWarrantyAccrualPayments,"('TotalCostOfRevenueAndOperatingExpenses', 1)"
1255,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,"('NetPropertyPlantAndEquipment', 7)"
1256,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,"('NetPropertyPlantAndEquipment', 7)"
1257,LiabilitiesAndStockholdersEquity,"('TotalStockholdersEquity', 4)"
1258,LiabilitiesAndStockholdersEquity,"('TotalStockholdersEquity', 4)"
1259,InterestExpense,"('InterestExpense', 10)"
1260,InterestExpense,"('InterestExpense', 10)"
1261,InterestExpense,"('InterestExpense', 10)"
1262,RetainedEarningsAccumulatedDeficit,"('RetainedEarnings', 4)"
1263,RetainedEarningsAccumulatedDeficit,"('RetainedEarnings', 4)"
1264,OperatingIncomeLoss,"('OperatingIncomeLoss', 10)"
1265,OperatingIncomeLoss,"('OperatingIncomeLoss', 10)"
1266,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"('NetIncomeFromContinuingOperations', 9)"
1267,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"('NetIncomeFromContinuingOperations', 9)"
1268,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"('NetIncomeFromContinuingOperations', 9)"
1269,OperatingLeasesFutureMinimumPaymentsDueCurrent,"('TotalOperatingIncomeLoss', 2)"
1270,StandardProductWarrantyAccrualWarrantiesIssued,"('Misc.StocksOptionsWarrants', 2)"
1271,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,"('TotalIncomeTaxExpense', 5)"
1272,StandardProductWarrantyAccrualWarrantiesIssued,"('Misc.StocksOptionsWarrants', 2)"
1273,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,"('TotalIncomeTaxExpense', 5)"
1274,StandardProductWarrantyAccrualWarrantiesIssued,"('Misc.StocksOptionsWarrants', 2)"
1275,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,"('TotalIncomeTaxExpense', 5)"
1276,OperatingIncomeLoss,"('OperatingIncomeLoss', 10)"
1277,CommonStockSharesIssued,"('NetIncomeApplicableToCommonShares', 4)"
1278,Liabilities,"('Liabilities', 10)"
1279,CommonStockSharesIssued,"('NetIncomeApplicableToCommonShares', 4)"
1280,Liabilities,"('Liabilities', 10)"
1281,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1282,WeightedAverageNumberOfSharesOutstandingBasic,"('NetIncomeApplicableToCommonShares', 2)"
1283,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,"('NetIncomeFromContinuingOperations', 5)"
1284,WeightedAverageNumberOfSharesOutstandingBasic,"('NetIncomeApplicableToCommonShares', 2)"
1285,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,"('NetIncomeApplicableToCommonShares', 4)"
1286,FiniteLivedIntangibleAssetsAccumulatedAmortization,"('AccumulatedAmortizationI', 4)"
1287,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,"('NetIncomeApplicableToCommonShare', 2)"
1288,OffBalanceSheetInventoryPurchaseCommitment,"('TotalInventoryNet', 2)"
1289,StockRepurchaseProgramAuthorizedAmount1,"('PreferredStockAndOtherAdjustments', 1)"
1290,FiniteLivedIntangibleAssetsAccumulatedAmortization,"('AccumulatedAmortizationI', 4)"
1291,CommitmentsAndContingencies,"('TotalOtherIncomeAndExpenses', 2)"
1292,CommitmentsAndContingencies,"('TotalOtherIncomeAndExpenses', 2)"
1293,OtherAccruedLiabilitiesCurrent,"('AllOtherCurrentLiabilities', 5)"
1294,DeferredTaxAssetsGross,"('DeferredAssetsNoncurrent', 4)"
1295,CollateralAlreadyPostedAggregateFairValue,"('TreasuryStocksValue', 1)"
1296,OtherAccruedLiabilitiesCurrent,"('AllOtherCurrentLiabilities', 5)"
1297,DeferredTaxAssetsGross,"('DeferredAssetsNoncurrent', 4)"
1298,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,"('DeferredAssetsNoncurrent', 6)"
1299,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,"('NetIncomeApplicableToCommonShare', 2)"
1300,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,"('TotalOperatingIncomeLoss', 2)"
1301,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,"('TotalLongTermDebt', 3)"
1302,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,"('DeferredAssetsNoncurrent', 6)"
1303,DeferredTaxLiabilityRelatedToAmountsThatMayBeRepatriated,"('DeferredLongTermLiabilityCharges', 4)"
1304,AmountUtilizedUnderShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
1305,PaymentsOfDividendsAndDividendEquivalentsOnCommonStockAndRestrictedStockUnits,"('PreferredStockAndOtherAdjustments', 4)"
1306,PaymentsOfDividendsAndDividendEquivalentsOnCommonStockAndRestrictedStockUnits,"('PreferredStockAndOtherAdjustments', 4)"
1307,PaymentsOfDividendsAndDividendEquivalentsOnCommonStockAndRestrictedStockUnits,"('PreferredStockAndOtherAdjustments', 4)"
1308,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,"('TOTALCURRENTLIABILITIES', 8)"
1309,AccruedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1310,AccruedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1311,DeferredIncomeTaxExpenseBenefit,"('TotalIncomeTaxExpense', 5)"
1312,DeferredIncomeTaxExpenseBenefit,"('TotalIncomeTaxExpense', 5)"
1313,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,"('NetIncomeApplicableToCommonShare', 2)"
1314,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,"('NetIncomeApplicableToCommonShare', 2)"
1315,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,"('NetIncomeApplicableToCommonShare', 2)"
1316,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,"('NetIncomeApplicableToCommonShare', 2)"
1317,CommonStockParOrStatedValuePerShare,"('TotalCommonStockValue', 4)"
1318,CommonStockParOrStatedValuePerShare,"('TotalCommonStockValue', 4)"
1319,CommonStockParOrStatedValuePerShare,"('TotalCommonStockValue', 4)"
1320,OtherAssetsNoncurrent,"('OtherOtherCurrentAssets', 5)"
1321,OtherAssetsNoncurrent,"('OtherOtherCurrentAssets', 5)"
1322,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
1323,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
1324,InvestmentIncomeInterestAndDividend,"('IncomeSellingAndAdministrativeCosts', 4)"
1325,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,"('TotalIncomeTaxExpense', 3)"
1326,ProceedsFromRepaymentsOfCommercialPaper,"('EffectOfAccountingChanges', 1)"
1327,InvestmentIncomeInterestAndDividend,"('IncomeSellingAndAdministrativeCosts', 4)"
1328,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,"('TotalIncomeTaxExpense', 3)"
1329,ProceedsFromRepaymentsOfCommercialPaper,"('EffectOfAccountingChanges', 1)"
1330,InvestmentIncomeInterestAndDividend,"('IncomeSellingAndAdministrativeCosts', 4)"
1331,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,"('TotalIncomeTaxExpense', 3)"
1332,ProceedsFromRepaymentsOfCommercialPaper,"('EffectOfAccountingChanges', 1)"
1333,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,"('TotalOperatingIncomeLoss', 2)"
1334,AccruedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1335,AccruedLiabilitiesCurrent,"('CurrentLiabilitiesTotal', 4)"
1336,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1337,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1338,DeferredRevenueCurrent,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1339,DeferredRevenueCurrent,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
1340,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
1341,OperatingExpenses,"('TotalOperatingExpensesTotal', 4)"
1342,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
