,tag,new_tag
0,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
1,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
2,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
3,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
4,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
5,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
6,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
7,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
8,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
9,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
10,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
11,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
12,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
13,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
14,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
15,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
16,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
17,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
18,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
19,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
20,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
21,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
22,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
23,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
24,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
25,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
26,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
27,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
28,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
29,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
30,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
31,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
32,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
33,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
34,SeniorNotes,"('GrossProfit', 1)"
35,SeniorNotes,"('GrossProfit', 1)"
36,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
37,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
38,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
39,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
40,SeniorNotes,"('GrossProfit', 1)"
41,SeniorNotes,"('GrossProfit', 1)"
42,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
43,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
44,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
45,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
46,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
47,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
48,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
49,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
50,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
51,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
52,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
53,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
54,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
55,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
56,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
57,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
58,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
59,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
60,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
61,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
62,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
63,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
64,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
65,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
66,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
67,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
68,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
69,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
70,ResultOfLegalProceedings,"('EffectOfAccountingChanges', 1)"
71,GainContingencyUnrecordedAmount,"('SellingAndAdministrativeExpense', 1)"
72,ResultOfLegalProceedings,"('EffectOfAccountingChanges', 1)"
73,GainContingencyUnrecordedAmount,"('SellingAndAdministrativeExpense', 1)"
74,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,"('EffectOfAccountingChanges', 1)"
75,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,"('EffectOfAccountingChanges', 1)"
76,DerivativeGainLossOnDerivativeNet,"('NetIncomeApplicableToCommonShares', 2)"
77,DerivativeGainLossOnDerivativeNet,"('NetIncomeApplicableToCommonShares', 2)"
78,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,"('EffectOfAccountingChanges', 1)"
79,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,"('EffectOfAccountingChanges', 1)"
80,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,"('EffectOfAccountingChanges', 1)"
81,DerivativeGainLossOnDerivativeNet,"('NetIncomeApplicableToCommonShares', 2)"
82,DerivativeGainLossOnDerivativeNet,"('NetIncomeApplicableToCommonShares', 2)"
83,DerivativeGainLossOnDerivativeNet,"('NetIncomeApplicableToCommonShares', 2)"
84,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
85,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
86,SeniorNotes,"('GrossProfit', 1)"
87,SeniorNotes,"('GrossProfit', 1)"
88,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
89,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
90,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
91,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
92,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
93,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
94,SeniorNotes,"('GrossProfit', 1)"
95,SeniorNotes,"('GrossProfit', 1)"
96,UpfrontPaymentUnderAcceleratedShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
97,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
98,AcceleratedShareRepurchasesFinalPricePaidPerShare,"('NetIncomeApplicableToCommonShare', 2)"
99,UpfrontPaymentUnderAcceleratedShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
100,AcceleratedShareRepurchasesFinalPricePaidPerShare,"('NetIncomeApplicableToCommonShare', 2)"
101,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
102,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
103,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
104,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
105,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
106,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
107,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
108,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
109,SeniorNotes,"('GrossProfit', 1)"
110,SeniorNotes,"('GrossProfit', 1)"
111,SeniorNotes,"('GrossProfit', 1)"
112,SeniorNotes,"('GrossProfit', 1)"
113,DebtInstrumentCarryingAmount,"('EarningsBeforeInterestAndTax', 1)"
114,DebtInstrumentCarryingAmount,"('EarningsBeforeInterestAndTax', 1)"
115,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
116,UpfrontPaymentUnderAcceleratedShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
117,AcceleratedShareRepurchasesFinalPricePaidPerShare,"('NetIncomeApplicableToCommonShare', 2)"
118,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
119,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
120,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
121,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
122,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
123,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
124,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
125,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
126,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
127,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
128,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
129,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
130,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
131,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
132,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
133,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
134,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
135,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
136,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
137,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
138,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
139,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
140,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
141,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
142,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
143,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
144,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
145,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
146,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
147,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
148,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
149,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
150,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
151,RevenueRecognitionMultipleDeliverableArrangementsDeterminationOfSellingPriceAmount,"('TotalCostOfRevenueAndOperatingExpenses', 3)"
152,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
153,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
154,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
155,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
156,DerivativeFairValueOfDerivativeAsset,"('EffectOfAccountingChanges', 1)"
157,DerivativeFairValueOfDerivativeAsset,"('EffectOfAccountingChanges', 1)"
158,DerivativeFairValueOfDerivativeAsset,"('EffectOfAccountingChanges', 1)"
159,DerivativeFairValueOfDerivativeAsset,"('EffectOfAccountingChanges', 1)"
160,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
161,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
162,NoncurrentAssets,"('DeferredAssetsNoncurrent', 4)"
163,NoncurrentAssets,"('DeferredAssetsNoncurrent', 4)"
164,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
165,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
166,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
167,RevenueRecognitionMultipleDeliverableArrangementsDeterminationOfSellingPriceAmount,"('TotalCostOfRevenueAndOperatingExpenses', 3)"
168,OtherOperatingIncomeExpenseNet,"('TotalOtherIncomeExpenseNet', 6)"
169,OtherOperatingIncomeExpenseNet,"('TotalOtherIncomeExpenseNet', 6)"
170,OtherOperatingIncomeExpenseNet,"('TotalOtherIncomeExpenseNet', 6)"
171,OtherOperatingIncomeExpenseNet,"('TotalOtherIncomeExpenseNet', 6)"
172,OtherOperatingIncomeExpenseNet,"('TotalOtherIncomeExpenseNet', 6)"
173,PropertyPlantAndEquipmentGross,"('PropertyPlantAndEquipmentTotal', 7)"
174,PropertyPlantAndEquipmentGross,"('PropertyPlantAndEquipmentTotal', 7)"
175,PropertyPlantAndEquipmentGross,"('PropertyPlantAndEquipmentTotal', 7)"
176,PropertyPlantAndEquipmentGross,"('PropertyPlantAndEquipmentTotal', 7)"
177,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,"('Liabilities', 4)"
178,PaymentsToAcquireBusinessesNetOfCashAcquired,"('NetIncomeApplicableToCommonShare', 2)"
179,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,"('Liabilities', 4)"
180,PaymentsToAcquireBusinessesNetOfCashAcquired,"('NetIncomeApplicableToCommonShare', 2)"
181,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,"('TotalIntangibleAssetsNet', 6)"
182,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,"('TotalIntangibleAssetsNet', 6)"
183,GoodwillAcquiredDuringPeriod,"('NegativeGoodwill', 2)"
184,GoodwillAcquiredDuringPeriod,"('NegativeGoodwill', 2)"
185,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,"('NetIncomeApplicableToCommonShares', 4)"
186,ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate,"('NetIncomeApplicableToCommonShare', 2)"
187,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,"('NetIncomeApplicableToCommonShares', 4)"
188,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
189,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
190,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
191,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
192,AllocatedShareBasedCompensationExpense,"('TotalIncomeTaxExpense', 2)"
193,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
194,UpfrontPaymentUnderAcceleratedShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
195,AdditionalStockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
196,AcceleratedShareRepurchasesFinalPricePaidPerShare,"('NetIncomeApplicableToCommonShare', 2)"
197,UpfrontPaymentUnderAcceleratedShareRepurchaseProgram,"('NetIncomeApplicableToCommonShare', 1)"
198,AcceleratedShareRepurchasesFinalPricePaidPerShare,"('NetIncomeApplicableToCommonShare', 2)"
199,StockRepurchasedAndRetiredDuringPeriodShares,"('RedeemablePreferredStockShares', 3)"
200,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
201,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
202,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
203,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
204,SeniorNotes,"('GrossProfit', 1)"
205,SeniorNotes,"('GrossProfit', 1)"
206,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
207,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
208,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
209,DebtInstrumentInterestRateStatedPercentage,"('OtherMinorityInterest', 2)"
210,SeniorNotes,"('GrossProfit', 1)"
211,SeniorNotes,"('GrossProfit', 1)"
212,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,"('TOTALCURRENTLIABILITIES', 6)"
213,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,"('TOTALCURRENTLIABILITIES', 6)"
214,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,"('TotalOtherIncomeExpensesNet', 4)"
215,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,"('TotalOtherIncomeExpensesNet', 4)"
216,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,"('TotalOtherIncomeExpensesNet', 4)"
217,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,"('TOTALCURRENTLIABILITIES', 6)"
218,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,"('TOTALCURRENTLIABILITIES', 6)"
219,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,"('TOTALCURRENTLIABILITIES', 6)"
220,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,"('TotalOtherIncomeExpensesNet', 4)"
221,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,"('TotalOtherIncomeExpensesNet', 4)"
222,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
223,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
224,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
225,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
226,SeniorNotes,"('GrossProfit', 1)"
227,SeniorNotes,"('GrossProfit', 1)"
228,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
229,DebtInstrumentInterestRateEffectivePercentage,"('OtherMinorityInterest', 2)"
230,SeniorNotes,"('GrossProfit', 1)"
231,SeniorNotes,"('GrossProfit', 1)"
232,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
233,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
234,SalesRevenueNet,"('TotalCostOfRevenueAndOperatingExpenses', 2)"
235,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,"('IncomeBeforeTax', 5)"
236,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,"('IncomeBeforeTax', 5)"
237,OtherComprehensiveIncomeLossTax,"('TotalIncomeTaxExpense', 3)"
238,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,"('IncomeBeforeTax', 7)"
239,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,"('IncomeBeforeTax', 7)"
240,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
241,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
242,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
243,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
244,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
245,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
246,OtherComprehensiveIncomeLossTax,"('TotalIncomeTaxExpense', 3)"
247,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,"('TOTALCURRENTLIABILITIES', 8)"
248,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,"('TOTALCURRENTLIABILITIES', 8)"
249,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,"('TOTALCURRENTLIABILITIES', 8)"
250,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
251,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
252,ConcentrationRiskPercentage1,"('EarningsBeforeInterestAndTax', 1)"
253,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,"('NetIncomeFromContinuingOperations', 4)"
254,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,"('NetIncomeFromContinuingOperations', 4)"
255,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,"('NetIncomeFromContinuingOperations', 4)"
256,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,"('IncomeBeforeTax', 5)"
257,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,"('IncomeBeforeTax', 5)"
258,OtherComprehensiveIncomeLossTax,"('TotalIncomeTaxExpense', 3)"
259,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,"('IncomeBeforeTax', 7)"
260,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,"('IncomeBeforeTax', 7)"
261,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
262,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
263,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
264,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
265,AccumulatedOtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
266,OtherComprehensiveIncomeLossNetOfTax,"('TotalOtherIncomeExpensesNet', 4)"
267,OtherComprehensiveIncomeLossTax,"('TotalIncomeTaxExpense', 3)"
268,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
269,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
270,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
271,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
272,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
273,CashAndCashEquivalentsAtCarryingValue,"('CostsSellingAndAdministrativeExpenses', 2)"
274,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
275,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
276,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
277,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
278,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
279,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
280,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
281,AvailableForSaleSecuritiesNoncurrent,"('TotalOtherLiabilitiesNoncurrent', 2)"
282,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
283,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
284,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
285,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
286,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
287,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,"('IncomeBeforeTax', 3)"
288,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
289,AvailableForSaleSecuritiesAmortizedCost,"('ResearchAndDevelopmentCost', 1)"
290,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
291,AvailableForSaleSecuritiesCurrent,"('CurrentLiabilitiesTotal', 2)"
292,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
293,AvailableForSaleSecurities,"('NetIncomeFromContinuingOps', 1)"
294,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,"('IncomeBeforeTax', 3)"
